original title,body_title,body_stem_title,body_lem_title,body_desc,body_stem_desc,body_lem_desc,classification,País,Idioma,Origem,original description,Data de publicação
"Um medico do Rio de Janeiro, Brasil, divulgou audio dizendo que o isolamento deve terminar porque ha poucos pacientes com COVID-19 na cidade.",medico rio janeiro brasil divulgou audio dizendo isolamento deve terminar porque ha poucos pacientes covid cidade,medic rio janeir brasil divulg audi diz isol dev termin porqu ha pouc pacient covid cidad,medico rio janeiro brasil divulgar audio dizer isolamento dever terminar porque ha pouco paciente covid cidade,pessoa n identificou secretaria sa disse n trabalha hospital,pesso n identific secret sa diss n trabalh hospital,medico rio janeiro brasil divulgar audio dizer isolamento dever terminar porque ha pouco paciente covid cidade,Falso,,,,,
Suposto assessor politico teria pedido a meios de comunicacao para difamar o presidente brasileiro Jair Bolsonaro.,suposto assessor politico pedido meios comunicacao difamar presidente brasileiro jair bolsonaro,supost assessor polit ped mei comunicaca difam president brasileir jair bolsonar,suposto assessor politico pedir meio comunicacao difamar presidente brasileiro jair bolsonaro,pessoas cujos nomes envolvidos mentira negaram pessoa supostamente fez n funciona governo,pesso cuj nom envolv ment neg pesso supost fez n funcion govern,suposto assessor politico pedir meio comunicacao difamar presidente brasileiro jair bolsonaro,Falso,,,,,
A empresa Ambev distribuira desinfetante para as maos da populacao.,empresa ambev distribuira desinfetante maos populacao,empres ambev distribu desinfet maos populaca,empresa ambev distribuir desinfetante maos populacao,empresa distribuir gel alco lico estabelecimentos sa n toda popula,empres distribu gel alco lic estabelec sa n tod popul,empresa ambev distribuir desinfetante maos populacao,Falso,,,,,
Comida foi descartada apos decreto do governador de Sao Paulo,comida descartada apos decreto governador sao paulo,com descart apos decret govern sao paul,comida descartar apos decreto governador sair paulo,grava partir fevereiro decreto estadual sobre distanciamento social fechamento servi n essenciais n afetou armaz m,grav part fevereir decret estadual sobr distanc social fechament serv n essenc n afet armaz m,comida descartar apos decreto governador sair paulo,Falso,,,,,
Teste para o coronavirus custa US $ 3.000 nos Estados Unidos.,teste coronavirus custa us estados unidos,test coronavirus cust us estad unid,teste coronaviru custar us estado unir,nicos testes aprovados fda cdc eua fornecidos gratuitamente pode haver custos secund rios hospitaliza consulta m dica,nic test aprov fda cdc eua fornec gratuit pod hav cust secund rios hospitaliz consult m dic,teste coronaviru custar us estado unir,Falso,,,,,
China planejou o coronavirus.,china planejou coronavirus,chin planej coronavirus,china planejar coronavirus,not cia falsa apresenta teoria conspira china produziu coronav rus obter benef cios econ micos n h evid ncias,not cia fals apresent teor consp chin produz coronav rus obter benef cios econ mic n h evid nci,china planejar coronavirus,Falso,,,,,
Foi retirado dinheiro de hospitais para financiar projetos culturais no Brasil.,retirado dinheiro hospitais financiar projetos culturais brasil,retir dinheir hospit financ projet cultur brasil,retirar dinheiro hospital financiar projeto cultural brasil,post usa lista antiga pol tica governo promover cultura,post usa list antig pol tic govern promov cultur,retirar dinheiro hospital financiar projeto cultural brasil,Falso,,,,,
Decreto do governador de Sao Paulo aumenta artificialmente o numero de mortes por COVID-19.,decreto governador sao paulo aumenta artificialmente numero mortes covid,decret govern sao paul aument artificial numer mort covid,decreto governador ser paulo aumentar artificialmente numero morte covid,presidente questionou n mero mortes s paulo relacionadas pandemia novo coronav rus grupos espalharam informa doria emitido decreto aumentar artificialmente n mero bitos,president question n mer mort s paul relacion pandem nov coronav rus grup espalh inform dor emit decret aument artificial n mer bit,decreto governador ser paulo aumentar artificialmente numero morte covid,Falso,,,,,
A empresa brasileira de bebidas Ambev interrompe a producao de cerveja.,empresa brasileira bebidas ambev interrompe producao cerveja,empres brasileir beb ambev interromp produca cervej,empresa brasileiro bebida ambev interromper producao cerveja,ambev negou qualquer parada produ,ambev neg qualqu par produ,empresa brasileiro bebida ambev interromper producao cerveja,Falso,,,,,
"Suposto audio do CEO de um grande hospital de Sao Paulo, Brasil, afirma que numero de mortes por coronavirus e maior do que o anunciado oficialmente.",suposto audio ceo grande hospital sao paulo brasil afirma numero mortes coronavirus maior anunciado oficialmente,supost audi ceo grand hospital sao paul brasil afirm numer mort coronavirus maior anunc oficial,suposto audio ceo grande hospital ser paulo brasil afirmar numero morte coronaviru grande anunciar oficialmente,ceo negou udio,ceo neg udi,suposto audio ceo grande hospital ser paulo brasil afirmar numero morte coronaviru grande anunciar oficialmente,Falso,,,,,
"O diretor de um grande hospital de Sao Paulo, Brasil, recomendou beber cha de erva-doce e comer figado de boi como forma de prevencao a COVID-19.",diretor grande hospital sao paulo brasil recomendou beber cha erva doce comer figado boi forma prevencao covid,diretor grand hospital sao paul brasil recomend beb cha erva doc com fig boi form prevenca covid,diretor grande hospital ser paulo brasil recomendar beber cha erva doce comer figado boi forma prevencao covid,recomenda es feitas texto n seguem padr oms incluem informa es falsas sobre medicamento tamiflu al m disso hospital disse conselho administra n enviou nenhum alerta desse tipo,recomend es feit text n segu padr oms inclu inform es fals sobr medic tamiflu al m diss hospital diss conselh administr n envi nenhum alert dess tip,diretor grande hospital ser paulo brasil recomendar beber cha erva doce comer figado boi forma prevencao covid,Falso,,,,,
Presidente Jair Bolsonaro declarou feriado nacional devido ao coronavirus.,presidente jair bolsonaro declarou feriado nacional devido coronavirus,president jair bolsonar declar feri nacional dev coronavirus,presidente jair bolsonaro declarar feriado nacional devido coronaviru,feriado nacional brincadeira compartilhada usu rios whatsapp,feri nacional brincadeir compartilh usu rios whatsapp,presidente jair bolsonaro declarar feriado nacional devido coronaviru,Falso,,,,,
Aposentadoria de idosos que saem as ruas em quarentena sera cortada.,aposentadoria idosos saem ruas quarentena sera cortada,aposentador idos saem ruas quarenten ser cort,aposentadoria idoso sair rua quarenteno ser cortar,mensagens circulam whatsapp simulam declara previd ncia social citam medida provis ria n est relacionada pandemia covid,mensagens circul whatsapp simul decl previd nci social cit med prov ria n est relacion pandem covid,aposentadoria idoso sair rua quarenteno ser cortar,Falso,,,,,
"Estudo comprova que teorias da conspiracao, como criacao do coronavirus pela China para fins economicos, estao erradas.",estudo comprova teorias conspiracao criacao coronavirus china fins economicos estao erradas,estud comprov teor conspiraca criaca coronavirus chin fins econom esta errad,estudo comprovar teoria conspiracao criacao coronaviru china fim economico estar errar,cientistas mostraram caracter sticas sars cov indicam origem natural,cientist mostr caract stic sars cov indic orig natural,estudo comprovar teoria conspiracao criacao coronaviru china fim economico estar errar,Falso,,,,,
"Fiocruz compartilha alerta em que afirma que coronavirus e maior que outros virus e que morre em temperaturas como 26C ou 27C, entre outros ",fiocruz compartilha alerta afirma coronavirus maior outros virus morre temperaturas c c outros,fiocruz compartilh alert afirm coronavirus maior outr virus morr temperatur c c outr,fiocruz compartilhar alerta afirmar coronavirus grande outro virus morrer temperatura c c outro,fiocruz negou compartilhar informa es,fiocruz neg compartilh inform es,fiocruz compartilhar alerta afirmar coronavirus grande outro virus morrer temperatura c c outro,Falso,,,,,
"Video mostra animais mortos, como caes, ratos, morcegos e cobras, sendo vendidos em um mercado em Wuhan.",video mostra animais mortos caes ratos morcegos cobras sendo vendidos mercado wuhan,vid mostr anim mort caes rat morceg cobr send vend merc wuhan,video mostrar animal matar caes rato morcego cobra ser vender mercado wuhan,grava feita langowan indon sia n wuhan,grav feit langowan indon sia n wuhan,video mostrar animal matar caes rato morcego cobra ser vender mercado wuhan,Falso,,,,,
Papa Francisco foi diagnosticado com coronavirus.,papa francisco diagnosticado coronavirus,pap francisc diagnostic coronavirus,papa francisco diagnosticar coronaviru,pont fice testou negativo covid mostrar sintomas gripe,pont fic test negat covid mostr sintom grip,papa francisco diagnosticar coronaviru,Falso,,,,,
Governo brasileiro libera R$ 470 para pessoas do Bolsa Familia (programa de combate a pobreza) para comprar mascaras e produtos de higiene.,governo brasileiro libera r pessoas bolsa familia programa combate pobreza comprar mascaras produtos higiene,govern brasileir lib r pesso bols famil program combat pobrez compr masc produt higien,governo brasileiro liberar r pessoa bolsa familia programa combater pobreza comprar mascara produto higiene,minist rio economia prometeu aumento r bilh es programa social n ajuda comprar m scaras produtos limpeza,minist rio econom promet aument r bilh es program social n ajud compr m scar produt limpez,governo brasileiro liberar r pessoa bolsa familia programa combater pobreza comprar mascara produto higiene,Falso,,,,,
Nostradamus previu a pandemia de coronavirus.,nostradamus previu pandemia coronavirus,nostradamus prev pandem coronavirus,nostradamu prever pandemia coronaviru,n h refer ncia profecia obras nostradamus,n h ref nci profec obras nostradamus,nostradamu prever pandemia coronaviru,Falso,,,,,
Analista israelense sugere que o coronavirus pode ser uma arma biologica criada em laboratorio.,analista israelense sugere coronavirus pode ser arma biologica criada laboratorio,anal israelens suger coronavirus pod ser arma biolog cri laboratori,analista israelense sugerir coronavirus poder ser arma biologico criar laboratorio,analista dany shoham disse factcheck kz fato entrevistado washington times site publicou apenas parte resposta disse n h evid ncias acontecido,anal dany shoh diss factcheck kz fat entrevist washington tim sit public apen part respost diss n h evid nci acontec,analista israelense sugerir coronavirus poder ser arma biologico criar laboratorio,Parcialmente falso,,,,,
Beber cha e agua quente mata o coronavirus. Fatias de limao em agua morna podem salvar sua vida. E recomendavel guardar dinheiro em um saco plastico selado. Teoria da conspiracao sugere que a China esta se beneficiando da pandemia. Vinagre e bom para limpar as maos.,beber cha agua quente mata coronavirus fatias limao agua morna podem salvar vida recomendavel guardar dinheiro saco plastico selado teoria conspiracao sugere china beneficiando pandemia vinagre bom limpar maos,beb cha agu quent mat coronavirus fat lima agu morn pod salv vid recomendavel guard dinheir sac plastic sel teor conspiraca suger chin benefic pandem vinagr bom limp maos,beber cha agua quente matar coronaviru fatia limao agua morno poder salvar vida recomendavel guardar dinheiro saco plastico selar teoria conspiracao sugerir china beneficiar pandemia vinagre bom limpar maos,coronav rus j espalhou pa ses clima quente gua lim es n ajuda preven oms recomenda lavar m tocar dinheiro mercados asi ticos t m operado notas baixas causa pandemia oms recomenda uso lcool gel sab limpar m,coronav rus j espalh pa ses clim quent gua lim es n ajud preven oms recomend lav m toc dinheir merc asi tic t m oper not baix caus pandem oms recomend uso lcool gel sab limp m,beber cha agua quente matar coronaviru fatia limao agua morno poder salvar vida recomendavel guardar dinheiro saco plastico selar teoria conspiracao sugerir china beneficiar pandemia vinagre bom limpar maos,Falso,,,,,
